gene,mean_marco_spots,pct_marco_spots,mean_neighbors,pct_neighbors,mean_distant,pct_distant,log2fc_neighbor_vs_distant,pval,padj
Lrba,0.6413,41.0,0.5718,39.1,0.5136,37.2,0.152,0.18159952457132478,0.32248914833730513
Nicn1,0.0984,8.3,0.1095,9.9,0.0975,8.5,0.152,0.2538780670448755,0.4108167767829409
Tmem242,0.6159,39.0,0.517,35.6,0.4644,33.5,0.152,0.2330236344037997,0.3872812160296481
Chm,0.1492,13.3,0.0925,8.9,0.0823,7.6,0.151,0.26356669168598545,0.42214068039409586
Ndst2,0.3048,24.8,0.1946,16.8,0.1743,15.2,0.151,0.2665972180878836,0.42587256504492116
Pdap1,0.7524,45.4,0.6448,40.5,0.5797,39.7,0.151,0.37019503756636074,0.5349624436100594
Rnf113a1,0.054,5.1,0.0341,3.4,0.0297,2.8,0.151,0.3806738478751188,0.5453521958120627
Iqcc,0.146,13.7,0.1363,11.7,0.1217,11.1,0.151,0.5970078139359978,0.7323195471324206
Dnmt3b,0.0095,1.0,0.0195,1.7,0.0165,1.6,0.151,0.8565656317226665,0.9127556803344159
Pkp4,0.6222,38.1,0.562,37.1,0.5051,35.5,0.151,0.2683808481036808,0.4278318534557857
Kdelr1,2.1048,77.1,2.0061,76.3,1.8053,72.8,0.151,0.00699677889164475,0.024588150483619592
Ranbp1,1.5714,63.5,1.264,58.0,1.1374,56.8,0.151,0.1619644500960591,0.29569861002897874
Tigd2,0.1238,12.1,0.0985,8.4,0.0878,8.4,0.151,0.9242707850148004,0.9545563155816216
Mgst3,12.6952,93.3,13.8942,92.8,12.5085,91.4,0.151,0.0010252865797602745,0.004832027288527832
Ftl1-ps1,0.9397,54.3,0.7689,45.3,0.6913,40.8,0.151,0.049521875431865876,0.11986955614239465
Rdh9,0.3778,25.4,0.3236,21.0,0.2905,18.0,0.151,0.06540327930376345,0.14876059989418744
Ly6k,0.1143,5.4,0.0487,4.0,0.0428,2.8,0.151,0.08819134152140558,0.18727985215235463
Mamld1,0.0349,3.2,0.0195,1.8,0.0165,1.5,0.151,0.5009571389302816,0.6520486720902532
Gm4065,0.0381,3.2,0.0341,3.3,0.0297,2.8,0.151,0.5189817573981155,0.6677068002994359
Glud1,1.7683,71.1,1.3552,66.5,1.2193,60.4,0.151,0.007308674443803265,0.02557334983442049
Bckdha,0.4508,33.3,0.4465,31.8,0.4012,29.6,0.151,0.19212417188071285,0.3361086916924463
Sptb,0.019,1.9,0.0195,1.9,0.0165,1.6,0.151,0.5233168082913353,0.6712063646943651
P4ha3,0.0317,3.2,0.0195,1.9,0.0165,1.6,0.151,0.5233168082913353,0.6712063646943651
E130308A19Rik,0.0381,3.5,0.0341,3.2,0.0297,2.8,0.151,0.6332548044376676,0.7600411986139679
Haao,0.0444,4.1,0.0195,1.9,0.0165,1.6,0.151,0.5233168082913353,0.6712063646943651
Mob2,0.9873,54.3,0.9732,52.8,0.8757,50.6,0.151,0.06021611458164204,0.13963975331543851
Steap3,0.0825,7.0,0.0925,8.2,0.0823,7.9,0.151,0.7889419612287122,0.8712876291468468
Hsf2,0.1175,11.4,0.0779,7.7,0.0691,6.6,0.151,0.31366866529839454,0.4760245687774386
Ube2h,0.8698,54.3,0.7311,47.9,0.6578,43.5,0.15,0.02843866792020295,0.07718538013833356
Tspyl2,0.0889,8.3,0.0547,5.0,0.0483,4.6,0.15,0.6260369456538752,0.7546682975905232
Nme4,0.0794,7.6,0.1046,9.4,0.0933,8.7,0.15,0.5417949802084058,0.6862266107830597
Tcf25,1.8984,74.3,1.7226,70.2,1.5513,68.2,0.15,0.015372086118395556,0.04718008173191198
Rnd3,0.3397,23.5,0.292,21.8,0.2621,19.0,0.15,0.08538653443359556,0.18225203685204694
Ube2v2,0.7556,44.1,0.5779,39.9,0.5199,36.5,0.15,0.08567195605763019,0.18270667144350386
Ndufb1-ps,6.9746,94.0,6.0061,89.5,5.4131,89.6,0.15,0.007032280428297689,0.024695067082861993
Clic5,0.7587,39.7,0.7908,37.8,0.7116,34.8,0.15,0.10883077678111236,0.21869575320385765
Slc39a7,1.7937,74.6,1.3881,67.2,1.2498,63.9,0.15,0.016469105082483775,0.0497105321180225
Zfp950,0.1905,17.1,0.2129,18.5,0.1908,16.9,0.15,0.2810957598995193,0.44187332823679015
Psma3,2.9111,78.7,2.1399,72.0,1.9275,70.1,0.15,0.044891435284263634,0.11071854838280776
Cct3,1.1778,60.6,1.1655,57.9,1.0492,54.8,0.15,0.01887320075390953,0.055632095393998784
Atg5,0.3333,26.7,0.337,27.3,0.3028,23.7,0.15,0.055071473505232504,0.12995579514170869
Cnppd1,0.6984,45.4,0.5499,40.4,0.4945,35.1,0.15,0.023032548620048596,0.06524323760728579
Plin3,0.6381,44.4,0.5985,39.8,0.5386,36.7,0.15,0.1057486311474691,0.2138866477783091
Aldoa,14.8476,97.1,13.6691,96.6,12.3193,94.7,0.15,0.0002918983889258767,0.0016114602318643462
Paqr8,0.2508,19.7,0.2336,18.6,0.2095,17.4,0.15,0.4086704453635478,0.5709959272526598
Nudt9,0.8159,46.3,0.6861,43.9,0.6175,39.3,0.15,0.032879580421367606,0.08633182615227186
Prrc1,0.6032,42.5,0.5584,39.2,0.5021,36.7,0.15,0.14899192016424942,0.27704104844100463
Dvl3,0.3143,25.7,0.2908,24.8,0.2612,21.9,0.149,0.09716743431646367,0.20117823469947063
Ppp2r3d,0.4857,36.2,0.4124,31.0,0.3711,30.2,0.149,0.4256853930554031,0.5865132738499893
Snhg18,1.9238,69.2,2.017,70.4,1.8185,71.9,0.149,0.2715245954117089,0.4315667818359445
Higd1a,21.781,94.0,21.9002,93.9,19.7468,93.3,0.149,0.3974131873214499,0.5598779391915879
Adpgk,0.4095,31.4,0.247,20.8,0.2218,19.2,0.149,0.2907603015283605,0.4520012315789802
Map2k1,1.4698,63.2,1.4757,62.3,1.3295,57.3,0.149,0.019381358365253634,0.05679722834051331
Mis12,0.2349,20.6,0.1642,14.7,0.1472,13.4,0.149,0.32051628161064516,0.48332503772022767
Fam107a,0.0381,3.2,0.0255,2.4,0.0221,1.8,0.149,0.2835631958526681,0.44465025155145405
Stk19,0.9016,57.1,0.6995,46.5,0.6298,42.3,0.149,0.04116042682289052,0.10335972294799937
Med24,0.4127,32.7,0.3321,27.1,0.2986,24.3,0.149,0.12872681629577956,0.24917126247966565
Rpp25l,0.6984,45.4,0.6241,43.2,0.5619,39.6,0.149,0.06253607806737926,0.14342406713001113
Zbtb24,0.1968,16.2,0.1521,12.9,0.1361,12.4,0.149,0.672855598067102,0.7885690651156313
St3gal6,0.7143,39.4,0.6411,38.4,0.5772,36.3,0.149,0.2577950867316309,0.41545232010245836
Eef2,10.7111,98.1,9.8321,96.1,8.8677,96.7,0.149,0.004854056352582605,0.018174374195671746
Tmem161a,0.4,30.2,0.3637,29.2,0.327,26.0,0.149,0.07505394758091798,0.16539981107886637
4930581F22Rik,0.1238,10.8,0.0608,5.5,0.0539,5.0,0.149,0.5956851132592609,0.7313118626475285
Pfdn6,1.619,72.1,1.399,63.4,1.2608,61.3,0.149,0.05941858577115658,0.1381873385068448
Impdh2,0.9016,49.2,0.7372,45.4,0.6637,44.4,0.149,0.3210656428407006,0.4838875474579877
Dusp23,0.1111,10.2,0.0961,9.4,0.0857,8.2,0.149,0.3000180912230782,0.4615473726614345
Pdcd10,1.5587,64.8,1.2178,54.5,1.0975,53.7,0.149,0.15119065075775065,0.28016545405211324
Col4a3bp,0.4222,32.4,0.3905,30.7,0.3511,28.2,0.149,0.1519798271079977,0.2813420016915497
Sp1,0.2921,25.4,0.2908,24.0,0.2612,21.8,0.149,0.18652215030852604,0.32914497900498463
Idi1,0.7651,46.7,0.8613,46.8,0.7757,46.9,0.149,0.655644894311685,0.7759989173346687
Dcp2,0.8825,43.8,0.7981,41.6,0.7188,42.6,0.149,0.9647164064475829,0.9802351731529724
Naa80,0.2921,24.8,0.2324,19.7,0.2087,17.9,0.149,0.2421953666405211,0.39778869899245256
Morc2a,0.2095,18.4,0.208,17.5,0.1866,16.2,0.149,0.33960395029480217,0.5028068228058304
Pdcl,0.2952,23.2,0.2409,20.7,0.2163,18.7,0.149,0.21560357255942675,0.36609702399797456
Eya2,0.0286,2.9,0.0255,2.4,0.0221,2.1,0.149,0.5983533764891957,0.732916186006277
Zdhhc20,0.5143,37.1,0.4757,34.5,0.4283,31.6,0.148,0.10563653869509095,0.21386745332316803
Cryzl1,0.3651,30.5,0.3564,26.6,0.3206,25.4,0.148,0.3817878495577064,0.5463580338266472
Iqsec2,0.2317,19.7,0.2153,18.0,0.1934,16.7,0.148,0.3626071467182356,0.5271371039864594
Gabpb2,0.1968,15.6,0.1825,16.2,0.1637,14.5,0.148,0.25754161534805886,0.4152712685980248
Brsk2,0.0063,0.6,0.0109,1.1,0.0089,0.7,0.148,0.24671698687993204,0.4021277430255908
Rab1a,3.4317,82.9,3.017,81.9,2.7214,79.5,0.148,0.021877291015608428,0.06268883605827623
E2f7,0.0381,3.5,0.0316,3.0,0.0276,2.8,0.148,0.6680503633558402,0.7850143232443476
Rc3h2,0.3873,31.4,0.2859,23.4,0.257,21.4,0.148,0.23468729850003434,0.3891275423197728
Tma7,7.1206,90.8,5.7129,87.3,5.1556,87.5,0.148,0.10482315581936032,0.2127520749144925
Ptbp1,1.8984,74.3,1.5207,68.4,1.3715,65.9,0.148,0.03990677246850444,0.10074043548234397
Uba5,0.8286,47.0,0.5353,38.6,0.4822,35.7,0.148,0.13063475082907872,0.25182872894003006
Phrf1,0.4349,34.0,0.4112,32.1,0.3702,28.7,0.148,0.07943608712503106,0.17283804760532778
Hspa8,28.4476,99.4,20.4258,98.3,18.4283,98.1,0.148,0.0014612552861906023,0.006518243925651812
4833422C13Rik,0.054,4.8,0.0109,1.1,0.0089,0.8,0.148,0.522618809500009,0.6706916074745638
Psmb2,2.5556,75.2,1.882,71.8,1.6972,67.3,0.148,0.010180793678476142,0.03366907537684619
Ppp1r10,0.527,40.0,0.4453,33.8,0.4008,30.8,0.148,0.11516491625081979,0.22800153229521186
Ddx56,0.3016,24.4,0.2713,21.4,0.2439,20.4,0.148,0.4273578760936372,0.5879293579183726
Clip1,0.3651,28.6,0.2421,19.5,0.2176,18.6,0.148,0.5195006542029854,0.6681387435412746
Bola1,0.8444,48.6,0.8187,49.4,0.7379,46.1,0.148,0.07246166061004239,0.16129490312145364
Becn1,1.3683,63.5,1.1192,59.4,1.0089,55.1,0.148,0.016874387698113495,0.05075534753724469
Lipc,0.0286,2.5,0.0109,1.1,0.0089,0.9,0.148,0.6019743983492378,0.7358137259205604
Chfr,0.4603,32.7,0.4319,30.2,0.3889,29.3,0.148,0.5686584732805525,0.7089749129634522
Sulf2,0.4667,32.7,0.5024,36.1,0.4525,32.7,0.148,0.10174743386571403,0.208508409329595
Gm19531,0.0159,1.6,0.0109,1.1,0.0089,0.9,0.148,0.6019743983492378,0.7358137259205604
Rer1,3.1492,82.2,2.8297,80.2,2.5526,76.9,0.148,0.08970274744110328,0.18970486316712365
Fut2,1.9143,53.0,1.8942,58.9,1.7091,63.3,0.148,0.6726414124596548,0.7885690651156313
Trim23,0.1206,10.8,0.0706,6.6,0.0628,6.1,0.147,0.592310064128093,0.7286397559811992
Morf4l2,2.5302,81.0,1.8759,74.3,1.693,70.1,0.147,0.006354255797902968,0.022735396357823002
2810001G20Rik,0.1683,14.6,0.1302,11.4,0.1166,10.6,0.147,0.5012973428513859,0.6523750918252383
Heatr1,0.2889,24.4,0.1898,16.1,0.1705,15.3,0.147,0.5299517650370096,0.676440045563648
Fen1,0.2603,21.6,0.1898,17.0,0.1705,15.0,0.147,0.1747186091187546,0.31287242170638774
Smc4,0.4159,31.7,0.3114,25.7,0.2803,23.5,0.147,0.17967428658982787,0.3199838295657486
Cyp2d10,0.1683,14.3,0.3589,23.1,0.3232,21.1,0.147,0.22057305050286957,0.37228240368853327
Hsf1,0.381,27.0,0.2762,22.4,0.2485,20.8,0.147,0.29218303175323324,0.4537295249373591
Pdcd11,0.2889,23.8,0.2105,17.8,0.1891,16.9,0.147,0.5154091628407697,0.6643871649566538
Eif5,1.619,69.2,1.3966,65.0,1.2604,61.9,0.147,0.06738725518280521,0.1524178329518386
Akr1a1,6.8095,94.0,5.9684,91.7,5.3897,89.4,0.147,0.010760919135354778,0.03521250753621027
Scn11a,0.0095,1.0,0.017,1.6,0.0144,1.1,0.147,0.33602333314238675,0.499482116328501
Dis3,0.0762,6.7,0.0912,8.0,0.0814,7.5,0.147,0.6383661427936029,0.7635380268465826
Ablim1,0.5778,38.4,0.7019,44.9,0.6332,39.3,0.147,0.012320702806066472,0.03925996388803579
Pter,0.0571,5.1,0.0706,6.4,0.0628,6.0,0.147,0.6516874888844819,0.7733852907941013
Krtcap2,3.8603,87.6,3.2737,84.1,2.9559,83.2,0.147,0.06148156612067601,0.14180847431133228
Zfyve1,0.2349,19.4,0.2068,18.4,0.1858,16.0,0.147,0.1278981566081305,0.247929055808321
Mrpl36,1.6508,70.8,1.5134,65.1,1.366,63.6,0.147,0.05797443860863932,0.13540980210319456
Ccdc68,0.8603,36.8,0.8504,35.6,0.7668,36.0,0.147,0.8485737948432535,0.9069396601639255
Strn,0.2444,21.0,0.2518,20.6,0.2265,19.2,0.147,0.33820394336929804,0.5014463710701583
Fam83h,0.4317,29.2,0.5097,32.7,0.4593,32.6,0.147,0.5816625293858346,0.720094855444486
Rps27a,29.9651,99.7,24.2153,98.9,21.8681,98.5,0.147,0.00477729700079128,0.017928379768144435
Prdm2,0.0921,8.3,0.0912,8.3,0.0814,7.6,0.147,0.5458544447060705,0.6895127870059973
Dpf2,0.6222,41.6,0.4599,33.9,0.4148,31.3,0.146,0.11221362994873528,0.22369453865961827
Arhgef26,0.1143,11.1,0.1363,12.3,0.1221,11.1,0.146,0.33743002546388656,0.5005478665916595
Azin1,1.7238,67.9,1.6971,66.7,1.5327,64.1,0.146,0.060921214345374695,0.14091652481188366
Gspt1,0.7016,44.1,0.6022,42.6,0.5433,38.4,0.146,0.04322398420420011,0.10756970041335216
Heatr6,0.1746,16.2,0.1484,13.0,0.1332,12.3,0.146,0.5498279750866286,0.6927132132862719
Ncoa5,0.3238,27.9,0.253,21.0,0.2277,19.7,0.146,0.39194437209487243,0.555278676766894
Cdv3,0.9873,54.0,0.8589,49.3,0.7752,48.1,0.146,0.2500710581862172,0.40636895088485303
Nudt1,0.2825,22.9,0.2737,22.3,0.2464,21.1,0.146,0.4105510874813997,0.5730199844500768
Ino80b,0.2952,23.2,0.2324,20.3,0.2091,18.1,0.146,0.16874597719413575,0.30502633216546515
Ubxn10,0.0286,2.5,0.056,5.2,0.0496,4.7,0.146,0.5441010387669452,0.6881915964501124
Nsmce2,0.3556,27.6,0.2676,22.3,0.2409,19.8,0.146,0.14479546228933737,0.2715804770936752
Tmem238,1.6,67.0,1.5998,64.8,1.4453,64.0,0.146,0.14494814258557281,0.2717731108283337
Krtap13,0.0286,2.9,0.0231,1.8,0.0199,1.7,0.146,0.8044217776611011,0.8809816225964967
Mppe1,0.2222,19.0,0.236,20.0,0.2125,18.4,0.145,0.30435564904072565,0.4660356044866437
Abhd17c,1.5429,59.7,1.2336,52.3,1.1149,50.0,0.145,0.14059329557892486,0.2658282720995325
Esr1,0.0444,4.4,0.0292,2.8,0.0254,2.5,0.145,0.6428624878170083,0.7665891968612939
Ufl1,0.2413,20.6,0.2153,18.9,0.1938,17.0,0.145,0.21830073139663142,0.3694270670721984
C9orf72,0.2889,23.5,0.1764,14.5,0.1586,14.0,0.145,0.629752675154905,0.7575827589401615
Smarcad1,0.273,20.3,0.2482,20.9,0.2235,19.4,0.145,0.30287290421793467,0.4647406189340504
Ubac2,0.5302,36.8,0.4793,34.4,0.4326,31.8,0.145,0.1296292119991922,0.2504860061290178
Trmt13,0.0857,7.9,0.0742,6.8,0.0662,6.2,0.145,0.5511102016828813,0.6938092280202692
Wdr81,0.3238,25.7,0.2336,20.7,0.2103,18.2,0.145,0.13432469482802287,0.2573617895569863
Echdc2,0.181,15.2,0.1849,15.3,0.1662,14.7,0.145,0.6462988233431483,0.7691799454649165
Gpatch4,0.1365,12.4,0.1071,9.9,0.0958,8.9,0.145,0.4321653227578366,0.5926989589585105
Slc4a7,0.4286,31.7,0.5414,37.6,0.4885,33.9,0.145,0.05145001121737223,0.1232890644888616
Utrn,0.3619,27.6,0.3467,27.6,0.3126,25.4,0.145,0.20846459891373514,0.3571336107491264
Tspan15,1.1714,50.5,1.2384,55.5,1.12,54.5,0.144,0.20606156860342795,0.3538445568657782
Tmed9,3.3524,82.9,2.4586,78.5,2.2243,76.6,0.144,0.06667992002190316,0.15100523250653253
Gatad1,1.0698,56.5,0.8552,48.9,0.7731,46.2,0.144,0.11167651065996527,0.2229099818111564
Armh3,0.1651,15.6,0.1472,13.9,0.1323,12.0,0.144,0.1847854600838027,0.3267757679842812
Polr2m,1.2698,59.4,1.0292,55.6,0.9304,52.2,0.144,0.08315614663847558,0.1787991947541994
Mrps34,1.381,61.9,1.427,62.4,1.2909,62.1,0.144,0.12324357856259667,0.24079366025801394
Bnip1,0.2825,25.1,0.2518,20.8,0.2269,19.0,0.144,0.2538060537418343,0.4107457997057569
C2cd2,0.0952,8.9,0.1046,9.5,0.0937,8.7,0.144,0.4929695473255412,0.6452804873386488
Cnep1r1,0.4159,31.1,0.3516,27.3,0.3172,24.9,0.144,0.21629904303252123,0.36702166959966476
Fpgs,0.2254,18.4,0.1983,17.3,0.1785,15.1,0.144,0.15444520053474825,0.2847246156967133
2510039O18Rik,1.2286,63.8,1.191,58.0,1.0772,56.6,0.144,0.09114651985473894,0.19187979673935882
Rsbn1l,0.2508,19.7,0.18,15.8,0.162,13.7,0.144,0.14524278727543372,0.271990228514377
Limd1,0.4127,31.4,0.4173,31.0,0.3766,28.1,0.144,0.13477237440838902,0.25798869169630084
Nrarp,0.1746,16.5,0.1983,16.7,0.1785,15.7,0.144,0.4916987913168469,0.6441406145431798
Gm3336,1.9175,58.1,2.0608,63.0,1.8647,60.1,0.144,0.09107411543632382,0.19175503872025987
Gnas,9.6317,94.3,8.0365,92.3,7.2727,91.1,0.144,0.005244223786314734,0.019396316670752416
Saal1,0.1746,14.6,0.1557,14.2,0.1399,12.6,0.144,0.23792725181094232,0.39262571037926475
Aven,0.2762,21.3,0.2616,21.7,0.2358,19.6,0.144,0.20193283004843143,0.34868661813451635
Katnbl1,0.1524,13.3,0.1229,11.2,0.1103,9.9,0.144,0.31034122474575554,0.472523094048348
Ice1,0.2698,21.9,0.2044,18.0,0.1841,15.8,0.144,0.15371151691925986,0.2838939716132112
Sec13,1.8254,68.3,1.3856,61.6,1.2528,58.2,0.144,0.07570338350233594,0.16638336655555513
Vapb,0.8095,51.7,0.6788,43.7,0.6132,41.1,0.144,0.14660134834127436,0.2737471555730144
Mbtps1,0.7714,49.2,0.7409,46.1,0.6696,43.6,0.144,0.11222287869154998,0.22369453865961827
Hspa4l,0.381,31.1,0.3187,26.4,0.2875,24.2,0.144,0.1738923130803114,0.31204805560875953
Traf3,0.3238,27.3,0.1861,16.4,0.1675,14.7,0.144,0.25355692388953577,0.41038813937573115
Wdr74,0.3905,32.4,0.3102,25.3,0.2799,22.5,0.144,0.10377800024569217,0.21120545874974425
Tecpr2,0.0762,6.0,0.0657,6.1,0.0585,5.6,0.144,0.6282465942679805,0.7562073962187843
Ebna1bp2,0.7873,47.0,0.6204,39.7,0.5611,38.6,0.143,0.3714411155005032,0.5360199106189142
Ubr4,1.1524,63.5,0.9513,54.6,0.8609,50.6,0.143,0.044352199054550054,0.10966665588966952
Phpt1,0.3587,29.2,0.2895,23.0,0.2612,21.5,0.143,0.30778957395034434,0.46996208387499727
Ntmt1,0.4349,30.8,0.4075,31.1,0.3681,28.2,0.143,0.12997175096978264,0.25101493294508254
Atf2,0.3746,30.8,0.2774,23.0,0.2502,21.1,0.143,0.2620837447834863,0.42037108439737725
Ilrun,1.1778,64.4,1.0073,57.5,0.9114,54.4,0.143,0.014713037819815557,0.04564701995086727
Rbm25,0.5397,39.4,0.4903,35.6,0.4432,33.2,0.143,0.15096333694487635,0.2798508511450503
Nsmce3,0.4952,35.2,0.4039,30.4,0.3647,28.2,0.143,0.1816692459512247,0.32255244191705035
Csk,1.1841,61.0,0.9185,55.1,0.8308,49.7,0.143,0.013681835152203618,0.04292375426534988
Tomm6,3.2,81.9,2.7129,77.5,2.4567,75.7,0.143,0.15427514427449518,0.28447221409189427
Aurkb,0.1651,14.0,0.1204,10.7,0.1081,9.8,0.143,0.42676418680585804,0.5874614190857453
Creld2,1.7492,66.0,0.9659,52.3,0.8736,50.5,0.143,0.21505317237697352,0.3655320497945418
Polr2l,0.5429,37.8,0.3601,27.3,0.3253,26.3,0.143,0.42707322152665084,0.5876485642489025
Fchsd2,0.2921,22.9,0.247,21.0,0.2226,18.7,0.143,0.1505426195222146,0.2793108673754078
Ric1,0.2317,18.7,0.1326,12.3,0.1192,10.7,0.143,0.2183858603272949,0.36944557542441275
Sumo3,1.4095,65.1,1.1472,60.6,1.0377,55.3,0.143,0.016978530852119093,0.051047546602775544
Krt18,4.7111,82.2,4.5109,80.5,4.0848,84.9,0.143,0.6213360350606109,0.7512358375513236
Rab3c,0.0381,2.9,0.0511,4.0,0.0454,3.0,0.142,0.14506959849662107,0.2719177156796273
Mipol1,0.0127,1.3,0.0207,1.8,0.0178,1.7,0.142,0.8666671660865061,0.9194602818791869
Ndc80,0.0952,8.9,0.0633,6.1,0.0564,5.4,0.142,0.4547160937520872,0.6120065052981002
Cyhr1,1.2032,63.5,1.146,57.4,1.0377,54.7,0.142,0.07580379016152718,0.1665491796787898
Psat1,0.0952,7.9,0.0815,7.1,0.0729,6.7,0.142,0.715791329080721,0.8190142854338418
4930430F08Rik,0.0413,4.1,0.045,4.0,0.0399,3.9,0.142,0.829366581354512,0.896126169175332
Prdx2,4.5143,88.3,4.1192,83.5,3.7311,85.1,0.142,0.03620037473799786,0.09350321610942233
Srsf9,0.5905,40.6,0.4708,33.3,0.4258,32.6,0.142,0.42498852055866554,0.5859404236484446
Hpcal1,1.0444,56.5,0.9672,53.8,0.8753,47.9,0.142,0.010497930515601493,0.034444637767740365
Topors,0.2063,18.1,0.1423,12.5,0.1281,11.5,0.142,0.4166846598125912,0.5787433645521387
Cntln,0.0413,3.5,0.0268,2.7,0.0233,2.2,0.142,0.48792649810985644,0.6411505343948951
Zfp141,0.0317,3.2,0.045,4.0,0.0399,3.8,0.142,0.7929234699913953,0.8740308491836857
Lsm14a,0.7714,49.8,0.6423,42.9,0.581,41.4,0.142,0.2702295655230509,0.4300272211306397
Kif5b,1.4952,69.2,1.3662,65.1,1.2371,63.0,0.142,0.1597448045937253,0.2926715775774794
Bend3,0.054,5.4,0.0389,3.8,0.0344,3.3,0.142,0.530274759504985,0.6766097246026002
Sec61b,11.1778,95.9,9.0487,93.4,8.2023,93.2,0.142,0.023965207803369873,0.06727132494401113
Ift46,0.3619,28.3,0.3066,23.7,0.2769,22.4,0.142,0.4170153098699678,0.5788341717798556
Rit2,0.019,1.6,0.0389,2.9,0.0344,1.9,0.142,0.07622083930628787,0.16718855476819697
Zfp354a,0.0095,1.0,0.0146,1.5,0.0123,1.2,0.142,0.6148628668074004,0.746253875360737
Mlst8,0.2254,19.0,0.2299,20.1,0.2074,18.4,0.142,0.25678593036547626,0.4142816795624352
Mmgt1,0.181,15.6,0.1934,16.9,0.1743,15.4,0.142,0.28072241862560876,0.44140713063319187
Serhl,1.1238,54.0,1.1934,58.5,1.0806,58.8,0.142,0.25448035878511677,0.4115600237128526
Hhip,0.0698,6.0,0.0876,7.2,0.0785,7.0,0.142,0.8450831420500309,0.9048625262137495
Tmem120b,0.0825,7.6,0.0389,3.9,0.0344,3.3,0.142,0.43201472706316313,0.5926595414233371
Gm4189,0.0349,3.5,0.0207,2.1,0.0178,1.7,0.142,0.4902223741588536,0.6428358642358077
Polr2j,1.4381,61.0,1.1776,58.2,1.0666,55.2,0.142,0.08468203449026446,0.18111925611953222
Mbnl2,1.0984,61.6,1.0547,55.6,0.9546,52.4,0.142,0.028715001291275643,0.07779067653936185
Tmem167,2.4889,76.2,1.8662,65.5,1.69,65.7,0.142,0.3958919209122156,0.5582738009113886
Mvp,3.3492,86.7,3.2214,81.0,2.9186,79.6,0.142,0.006283519345425781,0.022518274959261318
Poc5,0.1016,9.8,0.0876,8.2,0.0785,7.3,0.142,0.4040238933518212,0.5664282156168686
Pgap1,0.2667,17.5,0.2713,20.4,0.2451,18.7,0.141,0.29996487304931796,0.4615403841255508
Ormdl3,0.3302,26.3,0.2676,22.3,0.2417,19.5,0.141,0.09551854516021176,0.1986223406302648
Map1b,0.1778,14.6,0.1764,13.7,0.159,9.8,0.141,0.0023411123095037436,0.00974028220928689
Lig1,0.2349,18.4,0.2372,20.2,0.2142,18.9,0.141,0.3745825605994294,0.5391668286185533
Rrs1,0.2413,21.6,0.2433,19.8,0.2197,19.0,0.141,0.5146330972536416,0.6638093636870477
Mif4gd,1.273,62.2,1.0231,58.4,0.9271,54.2,0.141,0.02248440821041875,0.06405115193249121
Msmo1,1.7937,60.0,1.7324,57.3,1.57,57.8,0.141,0.7087416508615523,0.8140793062836267
Ncdn,0.3524,27.0,0.3041,24.2,0.2748,21.5,0.141,0.10449682391511424,0.21229645749727538
Arel1,0.419,33.0,0.3358,26.2,0.3036,24.5,0.141,0.2985680305183789,0.4599782498769443
Vps28,2.9905,78.7,2.6545,76.0,2.4071,74.3,0.141,0.013963378173167635,0.043664734445925626
Cltc,3.2476,82.9,2.6691,81.0,2.4198,78.1,0.141,0.011328470093199367,0.03677279357727963
Prmt2,0.3333,25.7,0.2494,19.7,0.2252,16.6,0.141,0.057859392815788675,0.13520602187302572
Sf3a2,0.2857,25.1,0.2068,18.1,0.1866,16.0,0.141,0.1647436566518995,0.2996851632225241
Dguok,0.3841,31.1,0.3686,29.8,0.3333,26.4,0.141,0.07995549707046898,0.173657436402979
Coq10a,0.2286,20.3,0.2616,20.4,0.2362,19.6,0.141,0.49241346530796903,0.6447837474961172
Herpud2,0.3492,25.7,0.2749,22.6,0.2485,20.3,0.14,0.14261486040775134,0.2686757170057456
Cep295,0.1143,9.8,0.073,6.9,0.0653,6.1,0.14,0.405414737416504,0.5677518412174114
Ctdnep1,1.2,63.2,1.0,55.7,0.9067,53.1,0.14,0.07482224137344091,0.16508866231360597
Stk11,0.9397,54.3,0.8139,49.9,0.7375,47.4,0.14,0.08866850606497619,0.1880468273247191
Vhl,0.3238,25.7,0.2299,19.3,0.2078,17.9,0.14,0.345184436811815,0.5085919537030387
Strip1,0.5746,39.0,0.4623,33.2,0.4186,32.0,0.14,0.35288082027132583,0.5169562297769995
Tfeb,0.2603,21.9,0.2567,22.0,0.232,19.0,0.14,0.08971762132913395,0.18970486316712365
Tatdn3,0.0635,5.7,0.073,7.1,0.0653,6.3,0.14,0.43604279554477443,0.5960000402617146
Mtmr6,0.7873,50.5,0.7555,46.2,0.6849,41.9,0.14,0.035548366330630236,0.09207637259464317
Eif1a,1.1492,57.1,0.9185,51.1,0.8325,50.8,0.14,0.3751342076499785,0.5398011068856841
Cog4,0.6,41.9,0.5158,36.7,0.4673,34.8,0.14,0.23428293949237333,0.3886373731992657
Ctdspl2,0.0857,7.9,0.0669,6.3,0.0598,5.8,0.14,0.5825998462402094,0.7208882595395943
Hacd1,0.8095,47.9,0.8771,46.7,0.7952,46.1,0.14,0.22611110738616103,0.3786945784976441
App,4.0381,88.6,3.163,80.5,2.869,77.0,0.14,6.976912814822722e-05,0.00045794032785010497
Ddx58,0.2476,21.6,0.1496,13.3,0.1349,12.0,0.14,0.32771965270463144,0.4904600607138666
